strike,expiry,moneyness,time_to_expiry,bid,ask,impliedVolatility,openInterest,volume,option_type
7560.0,2026-07-09,1.0074828123713835,0.0,1.75,1.9,0.07676094146728517,940.0,272.0,call
7565.0,2026-07-09,1.0081491369827402,0.0,1.5,1.6,0.07828680511474612,523.0,86.0,call
7570.0,2026-07-09,1.008815461594097,0.0,1.25,1.4,0.08049930740356445,425.0,96.0,call
7575.0,2026-07-09,1.0094817862054537,0.0,1.05,1.15,0.08149111877441408,4646.0,364.0,call
7580.0,2026-07-09,1.0101481108168104,0.0,0.9,1.0,0.08347474151611331,705.0,136.0,call
7585.0,2026-07-09,1.0108144354281672,0.0,0.75,0.85,0.08503112243652346,353.0,94.0,call
7590.0,2026-07-09,1.011480760039524,0.0,0.65,0.75,0.08713681427001954,674.0,137.0,call
7595.0,2026-07-09,1.0121470846508807,0.0,0.55,0.65,0.08890681610107423,501.0,101.0,call
7600.0,2026-07-09,1.0128134092622374,0.0,0.45,0.55,0.09028009338378906,2915.0,488.0,call
7605.0,2026-07-09,1.0134797338735941,0.0,0.4,0.5,0.09266044067382811,2568.0,276.0,call
7610.0,2026-07-09,1.0141460584849509,0.0,0.3,0.4,0.09314871704101563,926.0,283.0,call
7615.0,2026-07-09,1.0148123830963076,0.0,0.25,0.35,0.09485768432617189,558.0,18.0,call
7620.0,2026-07-09,1.0154787077076644,0.0,0.2,0.3,0.09632251342773437,1618.0,27.0,call
7625.0,2026-07-09,1.016145032319021,0.0,0.2,0.25,0.09736010070800781,992.0,58.0,call
7630.0,2026-07-09,1.0168113569303778,0.0,0.15,0.25,0.10083906982421875,514.0,41.0,call
7635.0,2026-07-09,1.0174776815417346,0.0,0.1,0.2,0.10120527709960936,271.0,53.0,call
7640.0,2026-07-09,1.0181440061530913,0.0,0.1,0.2,0.10450114257812498,713.0,6.0,call
7645.0,2026-07-09,1.018810330764448,0.0,0.1,0.15,0.10401286621093749,412.0,9.0,call
7650.0,2026-07-09,1.0194766553758048,0.0,0.05,0.15,0.10730873168945312,1362.0,42.0,call
7655.0,2026-07-09,1.0201429799871615,0.0,0.05,0.15,0.11048252807617187,420.0,3.0,call
7660.0,2026-07-09,1.0208093045985183,0.0,0.05,0.1,0.108407353515625,836.0,20.0,call
7665.0,2026-07-09,1.021475629209875,0.0,0.05,0.1,0.11158114990234375,146.0,22.0,call
7670.0,2026-07-09,1.0221419538212317,0.0,0.05,0.1,0.11451080810546876,716.0,5.0,call
7675.0,2026-07-09,1.0228082784325885,0.0,0.0,0.1,0.1176846044921875,635.0,1.0,call
7680.0,2026-07-09,1.0234746030439452,0.0,0.0,0.1,0.1206142626953125,912.0,64.0,call
7685.0,2026-07-09,1.024140927655302,0.0,0.0,0.1,0.12378805908203125,142.0,2.0,call
7690.0,2026-07-09,1.0248072522666587,0.0,0.0,0.1,0.12671771728515624,1133.0,1.0,call
7695.0,2026-07-09,1.0254735768780154,0.0,0.0,0.1,0.12964737548828126,105.0,,call
7700.0,2026-07-09,1.0261399014893722,0.0,0.0,0.1,0.13257703369140628,946.0,29.0,call
7710.0,2026-07-09,1.0274725507120857,0.0,0.0,0.1,0.13868048828125001,1416.0,5.0,call
7720.0,2026-07-09,1.0288051999347991,0.0,0.0,0.1,0.1445398046875,1294.0,4.0,call
7725.0,2026-07-09,1.0294715245461559,0.0,0.0,0.1,0.147469462890625,795.0,26.0,call
7730.0,2026-07-09,1.0301378491575126,0.0,0.0,0.1,0.15039912109375003,305.0,8.0,call
7740.0,2026-07-09,1.031470498380226,0.0,,0.1,0.1562584375,23.0,,call
7750.0,2026-07-09,1.0328031476029396,0.0,0.0,0.1,0.16211775390625,1167.0,41.0,call
7775.0,2026-07-09,1.0361347706597233,0.0,0.0,0.1,0.17652190673828128,269.0,3.0,call
7800.0,2026-07-09,1.039466393716507,0.0,0.0,0.05,0.178719150390625,994.0,58.0,call
7825.0,2026-07-09,1.0427980167732904,0.0,0.0,0.05,0.192390888671875,1164.0,210.0,call
7850.0,2026-07-09,1.0461296398300741,0.0,0.0,0.05,0.20508607421874997,124.0,11.0,call
7875.0,2026-07-09,1.0494612628868578,0.0,0.0,0.05,0.21875781249999998,51.0,12.0,call
7900.0,2026-07-09,1.0527928859436415,0.0,0.0,0.05,0.231452998046875,700.0,126.0,call
7925.0,2026-07-09,1.0561245090004252,0.0,0.0,0.05,0.24414818359375,85.0,2.0,call
7950.0,2026-07-09,1.059456132057209,0.0,0.0,0.05,0.256843369140625,13.0,1.0,call
7975.0,2026-07-09,1.0627877551139926,0.0,0.0,0.05,0.2700268310546875,59.0,10.0,call
8000.0,2026-07-09,1.0661193781707763,0.0,0.0,0.05,0.282233740234375,92.0,2.0,call
8050.0,2026-07-09,1.0727826242843437,0.0,0.0,0.05,0.30762411132812495,4.0,2.0,call
8075.0,2026-07-09,1.0761142473411274,0.0,0.0,0.05,0.32031929687499994,6.0,1.0,call
8100.0,2026-07-09,1.079445870397911,0.0,0.0,0.05,0.3320379296875,190.0,108.0,call
8200.0,2026-07-09,1.0927723626250456,0.0,0.0,0.05,0.38086556640624997,110.0,1.0,call
8300.0,2026-07-09,1.1060988548521804,0.0,0.0,0.05,0.428716650390625,2.0,1.0,call
8400.0,2026-07-09,1.1194253470793152,0.0,0.0,0.05,0.47461462890625,11.0,1.0,call
8600.0,2026-07-09,1.1460783315335845,0.0,0.0,0.05,0.5390671093750001,175.0,20.0,call
8800.0,2026-07-09,1.1727313159878539,0.0,0.0,0.05,0.6210975390625001,57.0,30.0,call
9000.0,2026-07-09,1.1993843004421234,0.0,0.0,0.05,0.70312796875,7.0,1.0,call
9200.0,2026-07-09,1.2260372848963927,0.0,0.0,0.05,0.7812521875,4.0,,call
9400.0,2026-07-09,1.252690269350662,0.0,0.0,0.05,0.8554701953125,1.0,1.0,call
3600.0,2026-07-09,0.4797537201768493,0.0,0.0,0.05,2.6718783203125005,1.0,,put
3800.0,2026-07-09,0.5064067046311187,0.0,0.0,0.05,2.4843787890625,4.0,1.0,put
4000.0,2026-07-09,0.5330596890853881,0.0,0.0,0.05,2.3046917382812495,108.0,1.0,put
4200.0,2026-07-09,0.5597126735396576,0.0,0.0,0.05,2.1328171679687498,2.0,2.0,put
4400.0,2026-07-09,0.5863656579939269,0.0,0.0,0.05,1.96875015625,1165.0,239.0,put
4600.0,2026-07-09,0.6130186424481964,0.0,0.0,0.05,1.8125009374999999,257.0,100.0,put
4800.0,2026-07-09,0.6396716269024657,0.0,0.0,0.05,1.6640641796875002,527.0,2.0,put
5000.0,2026-07-09,0.6663246113567352,0.0,0.0,0.05,1.5156274218749999,2432.0,1.0,put
5200.0,2026-07-09,0.6929775958110046,0.0,0.0,0.05,1.3750031249999999,877.0,340.0,put
5400.0,2026-07-09,0.7196305802652739,0.0,0.0,0.05,1.2421912890624998,942.0,833.0,put
5600.0,2026-07-09,0.7462835647195434,0.0,0.0,0.05,1.109379453125,387.0,31.0,put
5800.0,2026-07-09,0.7729365491738128,0.0,0.0,0.05,0.98437515625,1053.0,257.0,put
5900.0,2026-07-09,0.7862630414009475,0.0,0.0,0.05,0.92187578125,1015.0,280.0,put
6000.0,2026-07-09,0.7995895336280822,0.0,0.0,0.05,0.8632826171875,893.0,3.0,put
6100.0,2026-07-09,0.8129160258552169,0.0,0.0,0.05,0.804689453125,25792.0,1.0,put
6200.0,2026-07-09,0.8262425180823516,0.0,0.0,0.05,0.7421900781249999,401.0,2.0,put
6275.0,2026-07-09,0.8362373872527026,0.0,0.0,0.05,0.6992217578125001,105.0,77.0,put
6300.0,2026-07-09,0.8395690103094863,0.0,0.0,0.05,0.6835969140625001,399.0,254.0,put
6325.0,2026-07-09,0.84290063336627,0.0,0.0,0.05,0.6718782812500002,194.0,151.0,put
6350.0,2026-07-09,0.8462322564230537,0.0,0.0,0.05,0.6562534375000001,112.0,86.0,put
6375.0,2026-07-09,0.8495638794798374,0.0,0.0,0.05,0.64062859375,285.0,49.0,put
6400.0,2026-07-09,0.852895502536621,0.0,0.0,0.05,0.6269568554687501,470.0,1.0,put
6425.0,2026-07-09,0.8562271255934046,0.0,0.0,0.1,0.6445348046875,350.0,16.0,put
6450.0,2026-07-09,0.8595587486501883,0.0,0.0,0.1,0.6289099609375001,312.0,10.0,put
6475.0,2026-07-09,0.862890371706972,0.0,0.0,0.1,0.6152382226562501,86.0,1.0,put
6500.0,2026-07-09,0.8662219947637557,0.0,0.0,0.1,0.5996133789062501,1583.0,75.0,put
6525.0,2026-07-09,0.8695536178205394,0.0,0.0,0.1,0.5839885351562499,52.0,1.0,put
6550.0,2026-07-09,0.8728852408773231,0.0,0.0,0.1,0.570316796875,546.0,10.0,put
6575.0,2026-07-09,0.8762168639341067,0.0,0.0,0.1,0.5546919531250001,268.0,12.0,put
6600.0,2026-07-09,0.8795484869908904,0.0,0.0,0.1,0.5400436621093752,593.0,3.0,put
6625.0,2026-07-09,0.8828801100476741,0.0,0.0,0.1,0.52539537109375,397.0,110.0,put
6650.0,2026-07-09,0.8862117331044578,0.0,0.0,0.1,0.5097705273437501,656.0,2.0,put
6675.0,2026-07-09,0.8895433561612415,0.0,0.0,0.1,0.524418818359375,544.0,196.0,put
6700.0,2026-07-09,0.8928749792180252,0.0,0.05,0.1,0.5092822509765625,799.0,4.0,put
6725.0,2026-07-09,0.8962066022748088,0.0,0.05,0.1,0.49414568359375005,264.0,21.0,put
6750.0,2026-07-09,0.8995382253315924,0.0,0.05,0.1,0.47852083984375,605.0,1.0,put
6775.0,2026-07-09,0.9028698483883761,0.0,0.05,0.1,0.46289599609375004,1161.0,22.0,put
6800.0,2026-07-09,0.9062014714451598,0.0,0.05,0.15,0.4643608251953125,650.0,17.0,put
6825.0,2026-07-09,0.9095330945019435,0.0,0.05,0.15,0.44873598144531246,331.0,75.0,put
6850.0,2026-07-09,0.9128647175587272,0.0,0.05,0.15,0.432622861328125,1782.0,13.0,put
6875.0,2026-07-09,0.9161963406155108,0.0,0.05,0.15,0.41699801757812494,212.0,70.0,put
6890.0,2026-07-09,0.918195314449581,0.0,0.05,0.15,0.40772076660156253,3.0,2.0,put
6900.0,2026-07-09,0.9195279636722945,0.0,0.05,0.15,0.401373173828125,501.0,7.0,put
6910.0,2026-07-09,0.920860612895008,0.0,0.05,0.15,0.39502558105468755,1.0,4.0,put
6920.0,2026-07-09,0.9221932621177215,0.0,0.1,0.15,0.38867798828125,83.0,10.0,put
6925.0,2026-07-09,0.9228595867290782,0.0,0.1,0.15,0.3857483300781249,293.0,1.0,put
6930.0,2026-07-09,0.9235259113404349,0.0,0.05,0.15,0.38233039550781245,64.0,8.0,put
6940.0,2026-07-09,0.9248585605631484,0.0,0.1,0.15,0.375982802734375,52.0,1.0,put
6950.0,2026-07-09,0.9261912097858619,0.0,0.1,0.15,0.36963520996093746,634.0,4.0,put
6960.0,2026-07-09,0.9275238590085754,0.0,0.1,0.2,0.37402969726562496,53.0,1.0,put
6970.0,2026-07-09,0.9288565082312888,0.0,0.1,0.2,0.3676821044921875,160.0,2.0,put
6975.0,2026-07-09,0.9295228328426456,0.0,0.1,0.2,0.36426416992187505,623.0,437.0,put
6980.0,2026-07-09,0.9301891574540023,0.0,0.1,0.2,0.3610903735351562,73.0,5.0,put
6990.0,2026-07-09,0.9315218066767158,0.0,0.1,0.2,0.3544986425781249,180.0,33.0,put
7000.0,2026-07-09,0.9328544558994293,0.0,0.15,0.2,0.3481510498046875,433.0,13.0,put
7010.0,2026-07-09,0.9341871051221426,0.0,0.1,0.2,0.34180345703125,109.0,19.0,put
7020.0,2026-07-09,0.9355197543448561,0.0,0.15,0.2,0.33521172607421873,67.0,9.0,put
7025.0,2026-07-09,0.9361860789562129,0.0,0.15,0.2,0.3320379296875,196.0,24.0,put
7030.0,2026-07-09,0.9368524035675696,0.0,0.1,0.2,0.3288641333007812,86.0,10.0,put
7035.0,2026-07-09,0.9375187281789263,0.0,0.15,0.2,0.32569033691406246,10.0,,put
7040.0,2026-07-09,0.9381850527902831,0.0,0.15,0.2,0.32227240234374993,117.0,5.0,put
7050.0,2026-07-09,0.9395177020129966,0.0,0.15,0.25,0.32349309326171866,285.0,19.0,put
7055.0,2026-07-09,0.9401840266243533,0.0,0.15,0.25,0.3200751586914062,1.0,,put
7060.0,2026-07-09,0.94085035123571,0.0,0.15,0.25,0.31690136230468746,99.0,5.0,put
7065.0,2026-07-09,0.9415166758470668,0.0,0.15,0.25,0.313483427734375,25.0,2.0,put
7070.0,2026-07-09,0.9421830004584235,0.0,0.15,0.25,0.3103096313476562,108.0,1.0,put
7075.0,2026-07-09,0.9428493250697803,0.0,0.2,0.25,0.30689169677734374,187.0,1.0,put
7080.0,2026-07-09,0.943515649681137,0.0,0.15,0.25,0.30371790039062496,116.0,48.0,put
7085.0,2026-07-09,0.9441819742924937,0.0,0.2,0.25,0.3002999658203125,117.0,36.0,put
7090.0,2026-07-09,0.9448482989038505,0.0,0.2,0.25,0.2971261694335937,120.0,1.0,put
7095.0,2026-07-09,0.9455146235152072,0.0,0.2,0.3,0.299811689453125,67.0,5.0,put
7100.0,2026-07-09,0.946180948126564,0.0,0.25,0.3,0.2963937548828125,514.0,30.0,put
7105.0,2026-07-09,0.9468472727379207,0.0,0.25,0.3,0.2929758203124999,70.0,5.0,put
7110.0,2026-07-09,0.9475135973492774,0.0,0.25,0.35,0.29480685668945306,237.0,7.0,put
7115.0,2026-07-09,0.9481799219606342,0.0,0.25,0.3,0.2863840893554687,124.0,74.0,put
7120.0,2026-07-09,0.9488462465719909,0.0,0.25,0.35,0.2880930566406249,112.0,6.0,put
7125.0,2026-07-09,0.9495125711833476,0.0,0.3,0.35,0.2846751220703124,653.0,4.0,put
7130.0,2026-07-09,0.9501788957947044,0.0,0.3,0.4,0.28565167480468745,2550.0,47.0,put
7135.0,2026-07-09,0.9508452204060611,0.0,0.3,0.35,0.2778392529296875,62.0,5.0,put
7140.0,2026-07-09,0.9515115450174179,0.0,0.35,0.4,0.2788158056640625,198.0,2.0,put
7145.0,2026-07-09,0.9521778696287746,0.0,0.35,0.45,0.27930408203124996,3008.0,5.0,put
7150.0,2026-07-09,0.9528441942401313,0.0,0.3,0.4,0.27173579833984374,471.0,2.0,put
7155.0,2026-07-09,0.9535105188514881,0.0,0.35,0.45,0.2722240747070312,55.0,7.0,put
7160.0,2026-07-09,0.9541768434628447,0.0,0.4,0.45,0.2688061401367187,150.0,1.0,put
7165.0,2026-07-09,0.9548431680742014,0.0,0.4,0.5,0.2688061401367187,140.0,1.0,put
7170.0,2026-07-09,0.9555094926855582,0.0,0.45,0.55,0.26856200195312496,479.0,12.0,put
7175.0,2026-07-09,0.9561758172969149,0.0,0.45,0.55,0.26489992919921873,290.0,61.0,put
7180.0,2026-07-09,0.9568421419082717,0.0,0.45,0.5,0.2580640600585938,426.0,133.0,put
7185.0,2026-07-09,0.9575084665196284,0.0,0.5,0.65,0.26355716918945316,111.0,2.0,put
7190.0,2026-07-09,0.9581747911309851,0.0,0.55,0.6,0.25708750732421876,369.0,14.0,put
7195.0,2026-07-09,0.9588411157423419,0.0,0.55,0.65,0.25623302368164064,282.0,8.0,put
7200.0,2026-07-09,0.9595074403536986,0.0,0.65,0.7,0.2551344018554688,1121.0,326.0,put
7205.0,2026-07-09,0.9601737649650554,0.0,0.6,0.75,0.2538526763916016,303.0,16.0,put
7210.0,2026-07-09,0.9608400895764121,0.0,0.65,0.75,0.25012956909179684,223.0,4.0,put
7215.0,2026-07-09,0.9615064141877688,0.0,0.7,0.8,0.2486647399902344,151.0,15.0,put
7220.0,2026-07-09,0.9621727387991256,0.0,0.75,0.85,0.247077841796875,140.0,12.0,put
7225.0,2026-07-09,0.9628390634104823,0.0,0.8,0.9,0.2453078399658203,373.0,61.0,put
7230.0,2026-07-09,0.963505388021839,0.0,0.9,1.0,0.24536887451171874,237.0,15.0,put
7235.0,2026-07-09,0.9641717126331958,0.0,1.0,1.05,0.24329369995117187,154.0,15.0,put
7240.0,2026-07-09,0.9648380372445525,0.0,1.05,1.15,0.24280542358398435,195.0,5.0,put
7245.0,2026-07-09,0.9655043618559093,0.0,1.1,1.2,0.24048611083984373,216.0,19.0,put
7250.0,2026-07-09,0.966170686467266,0.0,1.2,1.35,0.2410354217529297,413.0,40.0,put
7255.0,2026-07-09,0.9668370110786227,0.0,1.25,1.35,0.2370071417236328,437.0,160.0,put
7260.0,2026-07-09,0.9675033356899795,0.0,1.4,1.55,0.23847197082519528,793.0,28.0,put
7265.0,2026-07-09,0.9681696603013362,0.0,1.45,1.55,0.23432162170410153,178.0,31.0,put
7270.0,2026-07-09,0.968835984912693,0.0,1.65,1.8,0.23633576171874998,335.0,1.0,put
7275.0,2026-07-09,0.9695023095240497,0.0,1.75,1.9,0.23438265625,378.0,147.0,put
7280.0,2026-07-09,0.9701686341354064,0.0,1.85,1.95,0.2312393771362305,230.0,27.0,put
7285.0,2026-07-09,0.9708349587467632,0.0,2.1,2.2,0.232154895324707,187.0,27.0,put
7290.0,2026-07-09,0.9715012833581199,0.0,2.25,2.4,0.2316666189575195,275.0,10.0,put
7295.0,2026-07-09,0.9721676079694767,0.0,2.45,2.6,0.23090368713378906,1670.0,39.0,put
7300.0,2026-07-09,0.9728339325808334,0.0,2.6,2.75,0.22901161621093752,1103.0,470.0,put
7305.0,2026-07-09,0.97350025719219,0.0,2.8,2.95,0.2277604080200195,242.0,8.0,put
7310.0,2026-07-09,0.9741665818035468,0.0,3.0,3.2,0.2270890280151367,238.0,18.0,put
7315.0,2026-07-09,0.9748329064149035,0.0,3.2,3.4,0.22541057800292968,292.0,24.0,put
7320.0,2026-07-09,0.9754992310262602,0.0,3.6,3.8,0.22629557891845703,388.0,26.0,put
7325.0,2026-07-09,0.976165555637617,0.0,3.7,4.0,0.22412885253906245,391.0,315.0,put
7330.0,2026-07-09,0.9768318802489737,0.0,4.2,4.5,0.22554790573120115,440.0,25.0,put
7335.0,2026-07-09,0.9774982048603305,0.0,4.5,4.8,0.22412885253906245,320.0,19.0,put
7340.0,2026-07-09,0.9781645294716872,0.0,4.9,5.2,0.22357954162597654,439.0,21.0,put
7345.0,2026-07-09,0.9788308540830439,0.0,5.4,5.6,0.22274031661987304,343.0,80.0,put
7350.0,2026-07-09,0.9794971786944007,0.0,5.7,5.9,0.22060410751342768,865.0,157.0,put
7355.0,2026-07-09,0.9801635033057574,0.0,6.3,6.5,0.2211991943359375,191.0,245.0,put
7360.0,2026-07-09,0.9808298279171141,0.0,6.8,7.1,0.2213822979736328,371.0,82.0,put
7365.0,2026-07-09,0.9814961525284709,0.0,7.3,7.5,0.2194291925048828,271.0,12.0,put
7370.0,2026-07-09,0.9821624771398276,0.0,7.9,8.2,0.2197953997802734,420.0,71.0,put
7375.0,2026-07-09,0.9828288017511844,0.0,8.5,8.8,0.2189714334106445,604.0,134.0,put
7380.0,2026-07-09,0.9834951263625411,0.0,9.1,9.4,0.2178270356750488,317.0,33.0,put
7385.0,2026-07-09,0.9841614509738978,0.0,9.6,9.8,0.21492026542663575,150.0,63.0,put
7390.0,2026-07-09,0.9848277755852546,0.0,10.7,11.0,0.21761341476440427,373.0,91.0,put
7395.0,2026-07-09,0.9854941001966113,0.0,11.5,11.8,0.21697255203247068,322.0,66.0,put
7400.0,2026-07-09,0.9861604248079681,0.0,12.2,12.5,0.2153322486114502,1569.0,438.0,put
7405.0,2026-07-09,0.9868267494193248,0.0,13.2,13.5,0.21536276588439943,1521.0,72.0,put
7410.0,2026-07-09,0.9874930740306815,0.0,13.8,14.1,0.21253228881835937,261.0,67.0,put
7415.0,2026-07-09,0.9881593986420383,0.0,15.4,15.7,0.2155229815673828,254.0,39.0,put
7420.0,2026-07-09,0.988825723253395,0.0,16.4,16.8,0.2150423345184326,221.0,116.0,put
7425.0,2026-07-09,0.9894920478647518,0.0,17.7,18.1,0.2153475072479248,511.0,41.0,put
7430.0,2026-07-09,0.9901583724761085,0.0,18.9,19.3,0.21471427383422853,1376.0,158.0,put
7435.0,2026-07-09,0.9908246970874652,0.0,19.9,20.2,0.21211267631530759,696.0,47.0,put
7440.0,2026-07-09,0.991491021698822,0.0,21.9,22.2,0.2150347052001953,530.0,106.0,put
7445.0,2026-07-09,0.9921573463101787,0.0,23.6,24.0,0.21642324111938477,683.0,75.0,put
7450.0,2026-07-09,0.9928236709215355,0.0,25.2,25.6,0.21637746520996093,877.0,322.0,put
7455.0,2026-07-09,0.9934899955328921,0.0,26.6,26.9,0.21448539428710936,580.0,34.0,put
7460.0,2026-07-09,0.9941563201442488,0.0,29.1,29.4,0.21808643249511717,472.0,90.0,put
7465.0,2026-07-09,0.9948226447556056,0.0,31.4,31.8,0.2207261766052246,269.0,26.0,put
7470.0,2026-07-09,0.9954889693669623,0.0,32.9,33.3,0.21869677795410153,325.0,80.0,put
7475.0,2026-07-09,0.996155293978319,0.0,35.3,35.8,0.22100083206176757,4441.0,72.0,put
7480.0,2026-07-09,0.9968216185896758,0.0,37.8,38.2,0.22242751457214352,557.0,91.0,put
7485.0,2026-07-09,0.9974879432010325,0.0,41.3,41.7,0.22849282257080078,242.0,41.0,put
7490.0,2026-07-09,0.9981542678123893,0.0,44.5,44.9,0.23276524078369143,412.0,79.0,put
7495.0,2026-07-09,0.998820592423746,0.0,46.8,47.3,0.2330246376037598,254.0,86.0,put
7500.0,2026-07-09,0.9994869170351027,0.0,49.6,50.6,0.2369995124053955,4849.0,346.0,put
7505.0,2026-07-09,1.0001532416464596,0.0,52.0,56.1,0.2505491815948486,235.0,155.0,put
7510.0,2026-07-09,1.0008195662578163,0.0,56.9,57.9,0.2470702124786377,468.0,41.0,put
7515.0,2026-07-09,1.001485890869173,0.0,61.3,62.3,0.25501996208190925,323.0,21.0,put
7520.0,2026-07-09,1.0021522154805298,0.0,63.1,67.0,0.2640454455566406,257.0,13.0,put
7525.0,2026-07-09,1.0028185400918865,0.0,68.3,69.3,0.26189397781372076,919.0,17.0,put
7530.0,2026-07-09,1.003484864703243,0.0,73.5,74.6,0.2731472222137451,238.0,11.0,put
7535.0,2026-07-09,1.0041511893145998,0.0,76.6,80.6,0.28742167663574214,191.0,431.0,put
7540.0,2026-07-09,1.0048175139259565,0.0,80.2,84.0,0.28955788574218744,177.0,4.0,put
7545.0,2026-07-09,1.0054838385373133,0.0,85.5,88.9,0.2984078948974609,90.0,117.0,put
7550.0,2026-07-09,1.00615016314867,0.0,90.1,93.5,0.30570152313232424,172.0,11.0,put
7555.0,2026-07-09,1.0068164877600267,0.0,94.9,98.8,0.3161079132080078,77.0,4.0,put
7560.0,2026-07-09,1.0074828123713835,0.0,98.8,102.1,0.3169623968505859,130.0,1.0,put
7565.0,2026-07-09,1.0081491369827402,0.0,104.1,107.6,0.3280477962493896,40.0,29.0,put
7570.0,2026-07-09,1.008815461594097,0.0,107.5,111.9,0.3333043965148926,39.0,1.0,put
7575.0,2026-07-09,1.0094817862054537,0.0,112.3,116.7,0.34081927497863773,162.0,1.0,put
7580.0,2026-07-09,1.0101481108168104,0.0,118.5,122.4,0.3525760543823242,26.0,34.0,put
7585.0,2026-07-09,1.0108144354281672,0.0,123.5,127.5,0.3613497703552246,20.0,4.0,put
7590.0,2026-07-09,1.011480760039524,0.0,127.4,131.5,0.3646532651519776,37.0,1.0,put
7595.0,2026-07-09,1.0121470846508807,0.0,133.3,137.3,0.376684700012207,4.0,2.0,put
7600.0,2026-07-09,1.0128134092622374,0.0,138.2,142.1,0.3837189314270019,197.0,29.0,put
7605.0,2026-07-09,1.0134797338735941,0.0,143.1,146.9,0.39066161102294916,6.0,,put
7610.0,2026-07-09,1.0141460584849509,0.0,148.0,152.1,0.39952687881469734,12.0,3.0,put
7615.0,2026-07-09,1.0148123830963076,0.0,153.0,156.8,0.405805807723999,12.0,4.0,put
7620.0,2026-07-09,1.0154787077076644,0.0,156.8,160.9,0.40894908683776854,12.0,4.0,put
7625.0,2026-07-09,1.016145032319021,0.0,162.9,166.7,0.4206677196502686,13.0,1.0,put
7630.0,2026-07-09,1.0168113569303778,0.0,167.8,171.7,0.42825126197814944,1.0,10.0,put
7640.0,2026-07-09,1.0181440061530913,0.0,177.6,181.6,0.4427240786743164,2.0,1.0,put
7650.0,2026-07-09,1.0194766553758048,0.0,182.5,196.0,0.48044342803955076,5.0,3.0,put
7660.0,2026-07-09,1.0208093045985183,0.0,192.5,205.5,0.4926198199462891,5.0,1.0,put
7690.0,2026-07-09,1.0248072522666587,0.0,218.3,238.8,0.5534865208435058,2.0,,put
7700.0,2026-07-09,1.0261399014893722,0.0,230.3,248.2,0.515332300338745,7.0,4.0,put
7720.0,2026-07-09,1.0288051999347991,0.0,250.1,268.8,0.5434463380432131,1.0,,put
7730.0,2026-07-09,1.0301378491575126,0.0,259.5,278.2,0.553265270614624,1.0,,put
7750.0,2026-07-09,1.0328031476029396,0.0,280.6,298.8,0.5843852597045899,2.0,1.0,put
7775.0,2026-07-09,1.0361347706597233,0.0,304.1,323.6,0.6113777876281741,1.0,,put
7800.0,2026-07-09,1.039466393716507,0.0,330.6,348.7,0.6476170492553711,7.0,7.0,put
7825.0,2026-07-09,1.0427980167732904,0.0,355.6,373.9,0.6790498403930666,3.0,3.0,put
4600.0,2026-07-10,0.6130186424481964,0.0027397260273972603,2852.2,2869.8,1.0000000000000003e-05,1.0,1.0,call
5000.0,2026-07-10,0.6663246113567352,0.0027397260273972603,2482.0,2504.5,1.5927754736328121,0.0,1.0,call
5400.0,2026-07-10,0.7196305802652739,0.0027397260273972603,2052.3,2072.6,1.0000000000000003e-05,3.0,2.0,call
5500.0,2026-07-10,0.7329570724924087,0.0027397260273972603,1952.6,1970.7,1.0000000000000003e-05,2.0,2.0,call
5700.0,2026-07-10,0.759610056946678,0.0027397260273972603,1752.2,1771.4,1.0000000000000003e-05,2.0,1.0,call
5800.0,2026-07-10,0.7729365491738128,0.0027397260273972603,1652.7,1672.6,1.0000000000000003e-05,1.0,,call
5850.0,2026-07-10,0.7795997952873801,0.0027397260273972603,1602.8,1620.2,1.0000000000000003e-05,1.0,,call
5900.0,2026-07-10,0.7862630414009475,0.0027397260273972603,1552.8,1570.4,1.0000000000000003e-05,1.0,1.0,call
6000.0,2026-07-10,0.7995895336280822,0.0027397260273972603,1461.8,1464.1,1.0000000000000003e-05,956.0,1.0,call
6050.0,2026-07-10,0.8062527797416496,0.0027397260273972603,1402.9,1421.0,1.0000000000000003e-05,1.0,,call
6100.0,2026-07-10,0.8129160258552169,0.0027397260273972603,1352.4,1371.0,1.0000000000000003e-05,2.0,1.0,call
6150.0,2026-07-10,0.8195792719687842,0.0027397260273972603,1302.4,1322.9,1.0000000000000003e-05,2.0,2.0,call
6175.0,2026-07-10,0.8229108950255679,0.0027397260273972603,1277.5,1295.9,1.0000000000000003e-05,1.0,,call
6200.0,2026-07-10,0.8262425180823516,0.0027397260273972603,1253.0,1271.1,1.0000000000000003e-05,2.0,2.0,call
6250.0,2026-07-10,0.832905764195919,0.0027397260273972603,1203.3,1222.1,1.0000000000000003e-05,1.0,1.0,call
6300.0,2026-07-10,0.8395690103094863,0.0027397260273972603,1152.5,1171.7,1.0000000000000003e-05,1.0,,call
6350.0,2026-07-10,0.8462322564230537,0.0027397260273972603,1102.9,1122.8,1.0000000000000003e-05,0.0,3.0,call
6400.0,2026-07-10,0.852895502536621,0.0027397260273972603,1053.1,1071.8,1.0000000000000003e-05,21.0,1.0,call
6425.0,2026-07-10,0.8562271255934046,0.0027397260273972603,1028.1,1045.5,1.0000000000000003e-05,20.0,,call
6450.0,2026-07-10,0.8595587486501883,0.0027397260273972603,1032.8,1055.2,0.7058134887695313,0.0,3.0,call
6525.0,2026-07-10,0.8695536178205394,0.0027397260273972603,928.7,947.8,1.0000000000000003e-05,3.0,5.0,call
